cell,cluster
HNSCC17_P8_HNSCC17_P8_D11,T_cell
HNSCC17_P8_HNSCC17_P8_E11,T_cell
HNSCC17_P8_HNSCC17_P8_C08,T_cell
HNSCC17_P8_HNSCC17_P8_F12,T_cell
HNSCC17_P8_HNSCC17_P8_D01,T_cell
HNSCC17_P8_HNSCC17_P8_C12,T_cell
HNSCC17_P8_HNSCC17_P8_A12,T_cell
HNSCC17_P8_HNSCC17_P8_D06,T_cell
HNSCC17_P8_HNSCC17_P8_C03,T_cell
HNSCC17_P8_HNSCC17_P8_A09,T_cell
HNSCC17_P8_HNSCC17_P8_B05,T_cell
HNSCC17_P8_HNSCC17_P8_C01,T_cell
HNSCC17_P8_HNSCC17_P8_C09,T_cell
HNSCC17_P8_HNSCC17_P8_A02,T_cell
HNSCC17_P8_HNSCC17_P8_D12,T_cell
HNSCC17_P8_HNSCC17_P8_B08,T_cell
HNSCC17_P8_HNSCC17_P8_E12,T_cell
HNSCC17_P8_HNSCC17_P8_F08,T_cell
HNSCC17_P8_HNSCC17_P8_B01,T_cell
HNSCC17_P8_HNSCC17_P8_C02,T_cell
HNSCC17_P8_HNSCC17_P8_E07,T_cell
HNSCC17_P8_HNSCC17_P8_E04,T_cell
HNSCC17_P8_HNSCC17_P8_D09,T_cell
HNSCC17_P8_HNSCC17_P8_D03,T_cell
HNSCC17_P8_HNSCC17_P8_C07,T_cell
HNSCC17_P8_HNSCC17_P8_A05,T_cell
HNSCC17_P8_HNSCC17_P8_C06,T_cell
HNSCC17_P8_HNSCC17_P8_A11,T_cell
HNSCC17_P8_HNSCC17_P8_D04,T_cell
HNSCC17_P8_HNSCC17_P8_E05,T_cell
HNSCC17_P8_HNSCC17_P8_A07,T_cell
HNSCC17_P8_HNSCC17_P8_A04,T_cell
HNSCC17_P8_HNSCC17_P8_C04,T_cell
HNSCC17_P8_HNSCC17_P8_E10,T_cell
HNSCC17_P8_HNSCC17_P8_C11,T_cell
HNSCC17_P8_HNSCC17_P8_A08,T_cell
HNSCC17_P8_HNSCC17_P8_B07,T_cell
HNSCC17_P8_HNSCC17_P8_F10,T_cell
HNSCC17_P8_HNSCC17_P8_A03,T_cell
HNSCC17_P8_HNSCC17_P8_D10,T_cell
HNSCC17_P8_HNSCC17_P8_B09,T_cell
HNSCC17_P8_HNSCC17_P8_D05,T_cell
HNSCC17_P8_HNSCC17_P8_C10,T_cell
HNSCC17_P8_HNSCC17_P8_D08,T_cell
HNSCC17_P8_HNSCC17_P8_D02,T_cell
HNSCC17_P8_HNSCC17_P8_F05,T_cell
HNSCC17_P8_HNSCC17_P8_F02,T_cell
HNSCC17_P8_HNSCC17_P8_F06,T_cell
HNSCC18_P14_HNSCC18_P14_H06,T_cell
HNSCC18_P14_HNSCC18_P14_B07,T_cell
HNSCC18_P14_HNSCC18_P14_E03,T_cell
HNSCC18_P14_HNSCC18_P14_C07,T_cell
HNSCC18_P14_HNSCC18_P14_G08,T_cell
HNSCC18_P14_HNSCC18_P14_D12,T_cell
HNSCC18_P14_HNSCC18_P14_F04,T_cell
HNSCC18_P14_HNSCC18_P14_G06,T_cell
HNSCC18_P14_HNSCC18_P14_E09,T_cell
HNSCC18_P14_HNSCC18_P14_H01,T_cell
HNSCC18_P14_HNSCC18_P14_C06,T_cell
HNSCC18_P14_HNSCC18_P14_A12,T_cell
HNSCC18_P14_HNSCC18_P14_E10,T_cell
HNSCC18_P14_HNSCC18_P14_A03,T_cell
HNSCC18_P14_HNSCC18_P14_E08,T_cell
HNSCC18_P14_HNSCC18_P14_D01,T_cell
HNSCC18_P14_HNSCC18_P14_A10,T_cell
HNSCC18_P14_HNSCC18_P14_G01,T_cell
HNSCC18_P14_HNSCC18_P14_A07,T_cell
HNSCC18_P14_HNSCC18_P14_H08,T_cell
HNSCC18_P14_HNSCC18_P14_D07,T_cell
HNSCC18_P14_HNSCC18_P14_B12,T_cell
HNSCC18_P14_HNSCC18_P14_E04,T_cell
HNSCC18_P14_HNSCC18_P14_H10,T_cell
HNSCC18_P14_HNSCC18_P14_C09,T_cell
HNSCC18_P14_HNSCC18_P14_G07,T_cell
HNSCC18_P14_HNSCC18_P14_F05,T_cell
HNSCC18_P14_HNSCC18_P14_B06,T_cell
HNSCC18_P14_HNSCC18_P14_C10,T_cell
HNSCC18_P14_HNSCC18_P14_D09,T_cell
HNSCC18_P14_HNSCC18_P14_F08,T_cell
HNSCC18_P14_HNSCC18_P14_A04,T_cell
HNSCC18_P14_HNSCC18_P14_G10,T_cell
HNSCC18_P14_HNSCC18_P14_H09,T_cell
HNSCC18_P14_HNSCC18_P14_A02,T_cell
HNSCC18_P14_HNSCC18_P14_B02,T_cell
HNSCC18_P14_HNSCC18_P14_B04,T_cell
HNSCC18_P14_HNSCC18_P14_G12,T_cell
HNSCC18_P14_HNSCC18_P14_C12,T_cell
HNSCC18_P14_HNSCC18_P14_C08,T_cell
HNSCC18_P14_HNSCC18_P14_B10,T_cell
HNSCC18_P14_HNSCC18_P14_E07,T_cell
HNSCC18_P14_HNSCC18_P14_B08,T_cell
HNSCC18_P14_HNSCC18_P14_A11,T_cell
HNSCC18_P14_HNSCC18_P14_F12,T_cell
HNSCC18_P14_HNSCC18_P14_H05,T_cell
HNSCC18_P14_HNSCC18_P14_E12,T_cell
HNSCC18_P14_HNSCC18_P14_B05,T_cell
HNSCC18_P14_HNSCC18_P14_D10,T_cell
HNSCC18_P14_HNSCC18_P14_H04,T_cell
HNSCC18_P14_HNSCC18_P14_D04,T_cell
HNSCC18_P14_HNSCC18_P14_E01,T_cell
HNSCC18_P14_HNSCC18_P14_B09,T_cell
HNSCC18_P14_HNSCC18_P14_D06,T_cell
HNSCC18_P14_HNSCC18_P14_F10,T_cell
HNSCC18_P14_HNSCC18_P14_H02,T_cell
HNSCC18_P14_HNSCC18_P14_A05,T_cell
HNSCC18_P14_HNSCC18_P14_D02,T_cell
HNSCC18_P14_HNSCC18_P14_E05,T_cell
HNSCC18_P14_HNSCC18_P14_E06,T_cell
HNSCC18_P14_HNSCC18_P14_C04,T_cell
HNSCC18_P14_HNSCC18_P14_A06,T_cell
HNSCC18_P14_HNSCC18_P14_C05,malignant
HNSCC18_P14_HNSCC18_P14_C11,T_cell
HNSCC18_P14_HNSCC18_P14_F11,T_cell
HNSCC18_P14_HNSCC18_P14_B01,T_cell
HNSCC18_P14_HNSCC18_P14_G04,T_cell
HNSCC18_P14_HNSCC18_P14_G03,T_cell
HNSCC18_P14_HNSCC18_P14_A08,T_cell
HNSCC18_P1_P9_HNSCC18_P1_P9_E01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_C12,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A03,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_D06,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F05,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F08,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F12,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F02,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F10,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A05,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G08,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H08,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H02,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B12,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F07,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A12,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B10,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E10,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B03,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_D08,Fibroblast
HNSCC18_P1_P9_HNSCC18_P1_P9_G10,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_C11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H09,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G03,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A09,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A07,Mast
HNSCC18_P1_P9_HNSCC18_P1_P9_G01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F09,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G06,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H07,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H06,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E06,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E03,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H05,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_C04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F06,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_D09,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B06,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F03,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H12,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_D02,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E09,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H10,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_D01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_H03,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_C03,CAF
HNSCC18_P1_P9_HNSCC18_P1_P9_E07,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A01,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E08,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E05,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G02,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_F04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_E02,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G07,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B07,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_D11,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B05,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_B09,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_A04,malignant
HNSCC18_P1_P9_HNSCC18_P1_P9_G05,malignant
HNSCC16_P5_HNSCC16_P5_D08,myofibroblast
HNSCC16_P5_HNSCC16_P5_E12,malignant
HNSCC16_P5_HNSCC16_P5_H07,malignant
HNSCC16_P5_HNSCC16_P5_F06,myofibroblast
HNSCC16_P5_HNSCC16_P5_D07,Mast
HNSCC16_P5_HNSCC16_P5_F05,T_cell
HNSCC16_P5_HNSCC16_P5_C09,malignant
HNSCC16_P5_HNSCC16_P5_C07,myofibroblast
HNSCC16_P5_HNSCC16_P5_F03,myofibroblast
HNSCC16_P5_HNSCC16_P5_A09,myofibroblast
HNSCC16_P5_HNSCC16_P5_A02,myofibroblast
HNSCC16_P5_HNSCC16_P5_F10,malignant
HNSCC16_P5_HNSCC16_P5_F02,myofibroblast
HNSCC16_P5_HNSCC16_P5_D06,myofibroblast
HNSCC16_P5_HNSCC16_P5_C01,Dendritic
HNSCC16_P5_HNSCC16_P5_H05,malignant
HNSCC16_P5_HNSCC16_P5_D03,myofibroblast
HNSCC16_P5_HNSCC16_P5_B04,malignant
HNSCC16_P5_HNSCC16_P5_F04,malignant
HNSCC16_P5_HNSCC16_P5_H09,malignant
HNSCC16_P5_HNSCC16_P5_H03,malignant
HNSCC16_P5_HNSCC16_P5_E08,myofibroblast
HNSCC16_P5_HNSCC16_P5_D05,myofibroblast
HNSCC16_P5_HNSCC16_P5_C08,myofibroblast
HNSCC16_P5_HNSCC16_P5_B05,myofibroblast
HNSCC16_P5_HNSCC16_P5_H12,malignant
HNSCC16_P5_HNSCC16_P5_F09,Mast
HNSCC16_P5_HNSCC16_P5_C12,malignant
HNSCC16_P5_HNSCC16_P5_D09,Dendritic
HNSCC16_P5_HNSCC16_P5_B06,malignant
HNSCC16_P5_HNSCC16_P5_A07,Macrophage
HNSCC16_P5_HNSCC16_P5_F11,malignant
HNSCC16_P5_HNSCC16_P5_A04,malignant
HNSCC16_P5_HNSCC16_P5_A10,myofibroblast
HNSCC16_P5_HNSCC16_P5_F08,myofibroblast
HNSCC16_P5_HNSCC16_P5_E10,myofibroblast
HNSCC16_P5_HNSCC16_P5_A08,malignant
HNSCC16_P5_HNSCC16_P5_E11,myofibroblast
HNSCC16_P5_HNSCC16_P5_B08,Mast
HNSCC16_P5_HNSCC16_P5_D12,malignant
HNSCC16_P5_HNSCC16_P5_H01,malignant
HNSCC16_P5_HNSCC16_P5_D04,myofibroblast
HNSCC16_P5_HNSCC16_P5_E01,Mast
HNSCC16_P5_HNSCC16_P5_A03,malignant
HNSCC16_P5_HNSCC16_P5_B12,myofibroblast
HNSCC16_P5_HNSCC16_P5_F01,myofibroblast
HNSCC16_P5_HNSCC16_P5_H06,myofibroblast
HNSCC16_P5_HNSCC16_P5_C10,myofibroblast
HNSCC16_P5_HNSCC16_P5_A01,malignant
HNSCC16_P5_HNSCC16_P5_C11,Mast
HNSCC16_P5_HNSCC16_P5_A05,CAF
HNSCC16_P5_HNSCC16_P5_G10,myofibroblast
HNSCC16_P5_HNSCC16_P5_B10,myofibroblast
HNSCC16_P5_HNSCC16_P5_G06,T_cell
HNSCC16_P5_HNSCC16_P5_G11,malignant
HNSCC16_P5_HNSCC16_P5_G02,malignant
HNSCC16_P5_HNSCC16_P5_E05,Dendritic
HNSCC16_P5_HNSCC16_P5_B02,myofibroblast
HNSCC16_P5_HNSCC16_P5_E02,myofibroblast
HNSCC16_P5_HNSCC16_P5_H04,malignant
HNSCC16_P5_HNSCC16_P5_D01,malignant
HNSCC16_P5_HNSCC16_P5_B11,malignant
HNSCC16_P5_HNSCC16_P5_A06,myofibroblast
HNSCC16_P5_HNSCC16_P5_B03,T_cell
HNSCC16_P14_HNSCC16_P14_C10,T_cell
HNSCC16_P14_HNSCC16_P14_E03,T_cell
HNSCC16_P14_HNSCC16_P14_F03,T_cell
HNSCC16_P14_HNSCC16_P14_B09,T_cell
HNSCC16_P14_HNSCC16_P14_C11,T_cell
HNSCC16_P14_HNSCC16_P14_F02,T_cell
HNSCC16_P14_HNSCC16_P14_F08,T_cell
HNSCC16_P14_HNSCC16_P14_C08,T_cell
HNSCC16_P14_HNSCC16_P14_H10,T_cell
HNSCC16_P14_HNSCC16_P14_C05,T_cell
HNSCC16_P14_HNSCC16_P14_B08,T_cell
HNSCC16_P14_HNSCC16_P14_D12,T_cell
HNSCC16_P14_HNSCC16_P14_A05,T_cell
HNSCC16_P14_HNSCC16_P14_E09,T_cell
HNSCC16_P14_HNSCC16_P14_E07,T_cell
HNSCC16_P14_HNSCC16_P14_C03,T_cell
HNSCC16_P14_HNSCC16_P14_F07,T_cell
HNSCC16_P14_HNSCC16_P14_E01,T_cell
HNSCC16_P14_HNSCC16_P14_C12,T_cell
HNSCC16_P14_HNSCC16_P14_C06,T_cell
HNSCC16_P14_HNSCC16_P14_F11,T_cell
HNSCC16_P14_HNSCC16_P14_G07,T_cell
HNSCC16_P14_HNSCC16_P14_G06,T_cell
HNSCC16_P14_HNSCC16_P14_C04,T_cell
HNSCC16_P14_HNSCC16_P14_A08,T_cell
HNSCC16_P14_HNSCC16_P14_E04,T_cell
HNSCC16_P14_HNSCC16_P14_G12,Macrophage
HNSCC16_P14_HNSCC16_P14_F09,T_cell
HNSCC16_P14_HNSCC16_P14_B06,T_cell
HNSCC16_P14_HNSCC16_P14_D08,T_cell
HNSCC16_P14_HNSCC16_P14_G03,T_cell
HNSCC16_P14_HNSCC16_P14_A06,T_cell
HNSCC16_P14_HNSCC16_P14_C01,T_cell
HNSCC16_P14_HNSCC16_P14_B10,T_cell
HNSCC16_P14_HNSCC16_P14_E12,T_cell
HNSCC16_P14_HNSCC16_P14_A03,T_cell
HNSCC16_P14_HNSCC16_P14_A01,T_cell
HNSCC16_P14_HNSCC16_P14_B01,T_cell
HNSCC16_P14_HNSCC16_P14_A12,T_cell
HNSCC16_P14_HNSCC16_P14_C09,T_cell
HNSCC16_P14_HNSCC16_P14_D11,T_cell
HNSCC16_P14_HNSCC16_P14_C07,T_cell
HNSCC16_P14_HNSCC16_P14_G01,T_cell
HNSCC16_P14_HNSCC16_P14_G08,T_cell
HNSCC16_P14_HNSCC16_P14_G09,T_cell
HNSCC16_P14_HNSCC16_P14_B11,T_cell
HNSCC16_P14_HNSCC16_P14_B07,T_cell
HNSCC16_P14_HNSCC16_P14_E02,T_cell
HNSCC16_P14_HNSCC16_P14_C02,T_cell
HNSCC16_P14_HNSCC16_P14_F04,T_cell
HNSCC16_P14_HNSCC16_P14_E06,T_cell
HNSCC16_P14_HNSCC16_P14_A10,T_cell
HNSCC16_P14_HNSCC16_P14_B05,T_cell
HNSCC16_P14_HNSCC16_P14_A07,T_cell
HNSCC16_P14_HNSCC16_P14_E10,T_cell
HNSCC16_P14_HNSCC16_P14_H01,T_cell
HNSCC16_P14_HNSCC16_P14_B12,T_cell
HNSCC16_P14_HNSCC16_P14_D09,T_cell
HNSCC16_P14_HNSCC16_P14_G02,T_cell
HNSCC16_P14_HNSCC16_P14_G05,Macrophage
HNSCC16_P14_HNSCC16_P14_F06,T_cell
HNSCC16_P14_HNSCC16_P14_B04,T_cell
HNSCC16_P14_HNSCC16_P14_B03,T_cell
HNSCC16_P14_HNSCC16_P14_E05,T_cell
HNSCC16_P14_HNSCC16_P14_G10,T_cell
HNSCC16_P14_HNSCC16_P14_E08,T_cell
HNSCC16_P14_HNSCC16_P14_A09,T_cell
HNSCC16_P14_HNSCC16_P14_A11,T_cell
HNSCC16_P14_HNSCC16_P14_A04,T_cell
HNSCC16_P14_HNSCC16_P14_A02,T_cell
HNSCC16_P14_HNSCC16_P14_F05,T_cell
HNSCC16_P14_HNSCC16_P14_H03,T_cell
HNSCC16_P14_HNSCC16_P14_G11,T_cell
HNSCC16_P14_HNSCC16_P14_F01,T_cell
HNSCC16_P4_HNSCC16_P4_G10,myofibroblast
HNSCC16_P4_HNSCC16_P4_F09,malignant
HNSCC16_P4_HNSCC16_P4_D01,malignant
HNSCC16_P4_HNSCC16_P4_F11,myofibroblast
HNSCC16_P4_HNSCC16_P4_G06,myofibroblast
HNSCC16_P4_HNSCC16_P4_A08,CAF
HNSCC16_P4_HNSCC16_P4_B07,myofibroblast
HNSCC16_P4_HNSCC16_P4_B10,malignant
HNSCC16_P4_HNSCC16_P4_F01,malignant
HNSCC16_P4_HNSCC16_P4_G05,myofibroblast
HNSCC16_P4_HNSCC16_P4_G04,Mast
HNSCC16_P4_HNSCC16_P4_G11,Dendritic
HNSCC16_P4_HNSCC16_P4_B09,Mast
HNSCC16_P4_HNSCC16_P4_D05,Mast
HNSCC16_P4_HNSCC16_P4_B01,myofibroblast
HNSCC16_P4_HNSCC16_P4_F08,malignant
HNSCC16_P4_HNSCC16_P4_A07,myofibroblast
HNSCC16_P4_HNSCC16_P4_A06,malignant
HNSCC16_P4_HNSCC16_P4_E09,myofibroblast
HNSCC16_P4_HNSCC16_P4_C03,myofibroblast
HNSCC16_P4_HNSCC16_P4_C10,myofibroblast
HNSCC16_P4_HNSCC16_P4_C12,malignant
HNSCC16_P4_HNSCC16_P4_C01,malignant
HNSCC16_P4_HNSCC16_P4_B08,myofibroblast
HNSCC16_P4_HNSCC16_P4_E12,myofibroblast
HNSCC16_P4_HNSCC16_P4_C05,myofibroblast
HNSCC16_P4_HNSCC16_P4_F10,myofibroblast
HNSCC16_P4_HNSCC16_P4_D12,malignant
HNSCC16_P4_HNSCC16_P4_G03,malignant
HNSCC16_P4_HNSCC16_P4_E07,myofibroblast
HNSCC16_P4_HNSCC16_P4_F03,myofibroblast
HNSCC16_P4_HNSCC16_P4_H12,malignant
HNSCC16_P4_HNSCC16_P4_G08,myofibroblast
HNSCC16_P4_HNSCC16_P4_D10,malignant
HNSCC16_P4_HNSCC16_P4_D09,myofibroblast
HNSCC16_P4_HNSCC16_P4_B11,myocyte
HNSCC16_P4_HNSCC16_P4_C07,myofibroblast
HNSCC16_P4_HNSCC16_P4_D11,myofibroblast
HNSCC16_P4_HNSCC16_P4_H03,malignant
HNSCC16_P4_HNSCC16_P4_A12,myofibroblast
HNSCC16_P4_HNSCC16_P4_C11,myofibroblast
HNSCC16_P4_HNSCC16_P4_A10,myofibroblast
HNSCC16_P4_HNSCC16_P4_H07,Mast
HNSCC16_P4_HNSCC16_P4_C09,myofibroblast
HNSCC16_P4_HNSCC16_P4_E06,myofibroblast
HNSCC16_P4_HNSCC16_P4_D04,malignant
HNSCC16_P4_HNSCC16_P4_A03,myofibroblast
HNSCC16_P4_HNSCC16_P4_H06,malignant
HNSCC16_P4_HNSCC16_P4_D03,malignant
HNSCC16_P4_HNSCC16_P4_F07,malignant
HNSCC16_P4_HNSCC16_P4_B06,Mast
HNSCC16_P4_HNSCC16_P4_D06,malignant
HNSCC16_P4_HNSCC16_P4_F06,malignant
HNSCC16_P4_HNSCC16_P4_A09,malignant
HNSCC16_P4_HNSCC16_P4_E11,Dendritic
HNSCC16_P4_HNSCC16_P4_G12,malignant
HNSCC16_P4_HNSCC16_P4_E01,myofibroblast
HNSCC16_P4_HNSCC16_P4_F04,malignant
HNSCC16_P4_HNSCC16_P4_C06,myofibroblast
HNSCC16_P4_HNSCC16_P4_A11,malignant
HNSCC16_P4_HNSCC16_P4_H11,myofibroblast
HNSCC16_P4_HNSCC16_P4_D08,malignant
HNSCC16_P4_HNSCC16_P4_C08,CAF
HNSCC16_P4_HNSCC16_P4_H09,myofibroblast
HNSCC16_P4_HNSCC16_P4_G01,myofibroblast
HNSCC16_P7_HNSCC16_P7_B05,myofibroblast
HNSCC16_P7_HNSCC16_P7_F06,malignant
HNSCC16_P7_HNSCC16_P7_C04,myofibroblast
HNSCC16_P7_HNSCC16_P7_A05,myofibroblast
HNSCC16_P7_HNSCC16_P7_H01,malignant
HNSCC16_P7_HNSCC16_P7_F07,malignant
HNSCC16_P7_HNSCC16_P7_G07,CAF
HNSCC16_P7_HNSCC16_P7_A12,malignant
HNSCC16_P7_HNSCC16_P7_H09,malignant
HNSCC16_P7_HNSCC16_P7_E05,malignant
HNSCC16_P7_HNSCC16_P7_E01,myofibroblast
HNSCC16_P7_HNSCC16_P7_B12,malignant
HNSCC16_P7_HNSCC16_P7_D11,T_cell
HNSCC16_P7_HNSCC16_P7_E09,malignant
HNSCC16_P7_HNSCC16_P7_C01,malignant
HNSCC16_P7_HNSCC16_P7_B07,CAF
HNSCC16_P7_HNSCC16_P7_C08,myofibroblast
HNSCC16_P7_HNSCC16_P7_G06,malignant
HNSCC16_P7_HNSCC16_P7_C03,malignant
HNSCC16_P7_HNSCC16_P7_D02,malignant
HNSCC16_P7_HNSCC16_P7_H02,Mast
HNSCC16_P7_HNSCC16_P7_A04,malignant
HNSCC16_P7_HNSCC16_P7_A09,myofibroblast
HNSCC16_P7_HNSCC16_P7_C07,myofibroblast
HNSCC16_P7_HNSCC16_P7_H03,malignant
HNSCC16_P7_HNSCC16_P7_G02,malignant
HNSCC16_P7_HNSCC16_P7_B02,malignant
HNSCC16_P7_HNSCC16_P7_D05,Macrophage
HNSCC16_P7_HNSCC16_P7_G12,myofibroblast
HNSCC16_P7_HNSCC16_P7_F03,malignant
HNSCC16_P7_HNSCC16_P7_A08,myofibroblast
HNSCC16_P7_HNSCC16_P7_G09,Mast
HNSCC16_P7_HNSCC16_P7_E10,malignant
HNSCC16_P7_HNSCC16_P7_C10,CAF
HNSCC16_P7_HNSCC16_P7_D08,malignant
HNSCC16_P7_HNSCC16_P7_B10,malignant
HNSCC16_P7_HNSCC16_P7_H04,malignant
HNSCC16_P7_HNSCC16_P7_D03,myofibroblast
HNSCC16_P7_HNSCC16_P7_F08,malignant
HNSCC16_P7_HNSCC16_P7_B04,Dendritic
HNSCC16_P7_HNSCC16_P7_C06,CAF
HNSCC16_P7_HNSCC16_P7_C12,malignant
HNSCC16_P7_HNSCC16_P7_C05,malignant
HNSCC16_P7_HNSCC16_P7_E07,malignant
HNSCC16_P7_HNSCC16_P7_F11,Mast
HNSCC16_P7_HNSCC16_P7_G01,myofibroblast
HNSCC16_P7_HNSCC16_P7_A01,Mast
HNSCC16_P7_HNSCC16_P7_B11,malignant
HNSCC16_P7_HNSCC16_P7_H10,Dendritic
HNSCC16_P7_HNSCC16_P7_H08,myofibroblast
HNSCC16_P7_HNSCC16_P7_F04,Mast
HNSCC16_P7_HNSCC16_P7_C02,myofibroblast
HNSCC16_P7_HNSCC16_P7_E04,myofibroblast
HNSCC16_P7_HNSCC16_P7_D04,malignant
HNSCC16_P7_HNSCC16_P7_C09,Fibroblast
HNSCC16_P7_HNSCC16_P7_E02,myofibroblast
HNSCC16_P7_HNSCC16_P7_H06,myofibroblast
HNSCC16_P7_HNSCC16_P7_D09,Mast
HNSCC16_P7_HNSCC16_P7_B08,myofibroblast
HNSCC16_P7_HNSCC16_P7_F02,malignant
HNSCC16_P7_HNSCC16_P7_B09,myofibroblast
HNSCC16_P7_HNSCC16_P7_G08,malignant
HNSCC16_P11_HNSCC16_P11_E03,T_cell
HNSCC16_P11_HNSCC16_P11_F02,T_cell
HNSCC16_P11_HNSCC16_P11_F07,T_cell
HNSCC16_P11_HNSCC16_P11_F06,T_cell
HNSCC16_P11_HNSCC16_P11_B02,T_cell
HNSCC16_P11_HNSCC16_P11_B04,T_cell
HNSCC16_P11_HNSCC16_P11_C10,T_cell
HNSCC16_P11_HNSCC16_P11_E12,T_cell
HNSCC16_P11_HNSCC16_P11_G02,T_cell
HNSCC16_P11_HNSCC16_P11_F01,T_cell
HNSCC16_P11_HNSCC16_P11_F05,T_cell
HNSCC16_P11_HNSCC16_P11_C12,T_cell
HNSCC16_P11_HNSCC16_P11_C05,T_cell
HNSCC16_P11_HNSCC16_P11_G01,T_cell
HNSCC16_P11_HNSCC16_P11_B05,T_cell
HNSCC16_P11_HNSCC16_P11_G06,T_cell
HNSCC16_P11_HNSCC16_P11_E07,T_cell
HNSCC16_P11_HNSCC16_P11_G07,T_cell
HNSCC16_P11_HNSCC16_P11_B01,T_cell
HNSCC16_P11_HNSCC16_P11_G11,T_cell
HNSCC16_P11_HNSCC16_P11_D05,T_cell
HNSCC16_P11_HNSCC16_P11_H02,T_cell
HNSCC16_P11_HNSCC16_P11_G05,T_cell
HNSCC16_P11_HNSCC16_P11_C06,T_cell
HNSCC16_P11_HNSCC16_P11_G08,T_cell
HNSCC16_P11_HNSCC16_P11_A05,T_cell
HNSCC16_P11_HNSCC16_P11_C11,T_cell
HNSCC16_P11_HNSCC16_P11_E06,T_cell
HNSCC16_P11_HNSCC16_P11_G09,T_cell
HNSCC16_P11_HNSCC16_P11_E08,T_cell
